id,category,title,hook,terms,youtube_check
6483,Dark Psychology (20-Part Series),The Forgotten Science of Part17 the good-cop routine (Under Stress),THE TRUTH ABOUT PART17 THE GOOD-COP ROUTINE,part;good;routine,https://www.youtube.com/results?search_query=forgotten+science+part+good+routine
6484,Dark Psychology (20-Part Series),The Forgotten Science of Part18 obligation hooks (Under Stress),YOU ARE PART18 OBLIGATION HOOKS,part;obligation;hooks,https://www.youtube.com/results?search_query=forgotten+science+part+obligation+hooks
6485,Dark Psychology (20-Part Series),The Forgotten Science of Part19 labeling and identity control (Under Stress),SCIENCE CONFIRMS: PART19 LABELING,part;labeling;identity;control,https://www.youtube.com/results?search_query=forgotten+science+part+labeling+identity+control
6486,Dark Psychology (20-Part Series),The Forgotten Science of Part20 how to disarm every tactic (Under Stress),NEVER IGNORE PART20 HOW TO DISARM EVERY TACTIC,part;disarm;every;tactic,https://www.youtube.com/results?search_query=forgotten+science+part+disarm+every+tactic
6487,Origins & Evolution,What Schools Skip About The first creature that learned to wait (Under Stress),THE FIRST CREATURE THAT LEARNED TO WAI — FINAL PROOF,first;creature;that;learned,https://www.youtube.com/results?search_query=what+schools+skip+about+first+creature
6488,Emotions & The7 Sins,What Schools Skip About Anger and its ancient fuel (Under Stress),STOP: ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=what+schools+skip+about+anger+ancient
6489,Emotions & The7 Sins,What Schools Skip About Envy and the comparison machine (Under Stress),THIS CHANGES ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=what+schools+skip+about+envy+comparison
6490,Emotions & The7 Sins,What Schools Skip About Greed and the never-full stomach (Under Stress),GREED?!,greed;never;full;stomach,https://www.youtube.com/results?search_query=what+schools+skip+about+greed+never
6491,Emotions & The7 Sins,What Schools Skip About Sloth and the energy-saving brain (Under Stress),THE TRUTH ABOUT SLOTH,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=what+schools+skip+about+sloth+energy
6492,Emotions & The7 Sins,What Schools Skip About Pride and the fragile ego shield (Under Stress),YOU ARE PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=what+schools+skip+about+pride+fragile
6493,Emotions & The7 Sins,What Schools Skip About Gluttony and the reward loop (Under Stress),SCIENCE CONFIRMS: GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=what+schools+skip+about+gluttony+reward
6494,Emotions & The7 Sins,What Schools Skip About Lust and the reproduction program (Under Stress),NEVER IGNORE LUST,lust;reproduction;program,https://www.youtube.com/results?search_query=what+schools+skip+about+lust+reproduction
6495,Emotions & The7 Sins,What Schools Skip About Shame and its social purpose (Under Stress),SHAME — FINAL PROOF,shame;social;purpose,https://www.youtube.com/results?search_query=what+schools+skip+about+shame+social
6496,Emotions & The7 Sins,What Schools Skip About Guilt as an inner contract (Under Stress),STOP: GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=what+schools+skip+about+guilt+inner
6497,Emotions & The7 Sins,What Schools Skip About Regret and the road not taken (Under Stress),THIS CHANGES REGRET,regret;road;taken,https://www.youtube.com/results?search_query=what+schools+skip+about+regret+road
6498,Curiosity & Security,What Schools Skip About Curiosity as an implanted safety mechanism (Under Stress),CURIOSITY AS AN IMPLANTED SAFETY MECHA?!,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=what+schools+skip+about+curiosity+implanted
6499,"Death, Life & The Balance",What Schools Skip About Whether this balance is really worth it (Under Stress),THE TRUTH ABOUT WHETHER THIS BALANCE IS REALLY WORTH I,whether;this;balance;really,https://www.youtube.com/results?search_query=what+schools+skip+about+whether+this
6500,Dark Psychology (20-Part Series),What Schools Skip About Part1 the foot-in-the-door technique (Under Stress),YOU ARE PART1 THE FOOT-IN-THE-DOOR TECHNIQUE,part;foot;door;technique,https://www.youtube.com/results?search_query=what+schools+skip+about+part+foot
6501,Dark Psychology (20-Part Series),What Schools Skip About Part2 how cold reading really works (Under Stress),SCIENCE CONFIRMS: PART2 HOW COLD READING REALLY WORKS,part;cold;reading;really,https://www.youtube.com/results?search_query=what+schools+skip+about+part+cold
6502,Dark Psychology (20-Part Series),What Schools Skip About Part3 the broken record of manipulation (Under Stress),NEVER IGNORE PART3 THE BROKEN RECORD OF MANIPULATIO,part;broken;record;manipulation,https://www.youtube.com/results?search_query=what+schools+skip+about+part+broken
6503,Dark Psychology (20-Part Series),What Schools Skip About Part4 love bombing and its scripts (Under Stress),PART4 LOVE BOMBING — FINAL PROOF,part;love;bombing;scripts,https://www.youtube.com/results?search_query=what+schools+skip+about+part+love
6504,Dark Psychology (20-Part Series),What Schools Skip About Part5 gaslighting and memory edits (Under Stress),STOP: PART5 GASLIGHTING,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=what+schools+skip+about+part+gaslighting
6505,Dark Psychology (20-Part Series),What Schools Skip About Part6 the halo effect in sales (Under Stress),THIS CHANGES PART6 THE HALO EFFECT IN SALES,part;halo;effect;sales,https://www.youtube.com/results?search_query=what+schools+skip+about+part+halo
6506,Dark Psychology (20-Part Series),What Schools Skip About Part7 reverse psychology mechanics (Under Stress),PART7 REVERSE PSYCHOLOGY MECHANICS?!,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=what+schools+skip+about+part+reverse
6507,Dark Psychology (20-Part Series),What Schools Skip About Part8 scarcity pressure tactics (Under Stress),THE TRUTH ABOUT PART8 SCARCITY PRESSURE TACTICS,part;scarcity;pressure;tactics,https://www.youtube.com/results?search_query=what+schools+skip+about+part+scarcity
6508,Dark Psychology (20-Part Series),What Schools Skip About Part9 the Sunk Cost trap (Under Stress),YOU ARE PART9 THE SUNK COST TRAP,part;sunk;cost;trap,https://www.youtube.com/results?search_query=what+schools+skip+about+part+sunk
6509,Dark Psychology (20-Part Series),What Schools Skip About Part10 isolation playbooks (Under Stress),SCIENCE CONFIRMS: PART10 ISOLATION PLAYBOOKS,part;isolation;playbooks,https://www.youtube.com/results?search_query=what+schools+skip+about+part+isolation
6510,Dark Psychology (20-Part Series),What Schools Skip About Part11 flattery ladders (Under Stress),NEVER IGNORE PART11 FLATTERY LADDERS,part;flattery;ladders,https://www.youtube.com/results?search_query=what+schools+skip+about+part+flattery
6511,Dark Psychology (20-Part Series),What Schools Skip About Part12 emotional blackmail patterns (Under Stress),PART12 EMOTIONAL BLACKMAIL PATTERNS — FINAL PROOF,part;emotional;blackmail;patterns,https://www.youtube.com/results?search_query=what+schools+skip+about+part+emotional
6512,Dark Psychology (20-Part Series),What Schools Skip About Part13 the illusion of choice (Under Stress),STOP: PART13 THE ILLUSION OF CHOICE,part;illusion;choice,https://www.youtube.com/results?search_query=what+schools+skip+about+part+illusion
6513,Dark Psychology (20-Part Series),What Schools Skip About Part4 anchoring in negotiations (Under Stress),THIS CHANGES PART4 ANCHORING IN NEGOTIATIONS,part;anchoring;negotiations,https://www.youtube.com/results?search_query=what+schools+skip+about+part+anchoring
6514,Dark Psychology (20-Part Series),What Schools Skip About Part15 triangulation tactics (Under Stress),PART15 TRIANGULATION TACTICS?!,part;triangulation;tactics,https://www.youtube.com/results?search_query=what+schools+skip+about+part+triangulation
6515,Dark Psychology (20-Part Series),What Schools Skip About Part16 future faking signals (Under Stress),THE TRUTH ABOUT PART16 FUTURE FAKING SIGNALS,part;future;faking;signals,https://www.youtube.com/results?search_query=what+schools+skip+about+part+future
6516,Dark Psychology (20-Part Series),What Schools Skip About Part17 the good-cop routine (Under Stress),YOU ARE PART17 THE GOOD-COP ROUTINE,part;good;routine,https://www.youtube.com/results?search_query=what+schools+skip+about+part+good
6517,Dark Psychology (20-Part Series),What Schools Skip About Part18 obligation hooks (Under Stress),SCIENCE CONFIRMS: PART18 OBLIGATION HOOKS,part;obligation;hooks,https://www.youtube.com/results?search_query=what+schools+skip+about+part+obligation
6518,Dark Psychology (20-Part Series),What Schools Skip About Part19 labeling and identity control (Under Stress),NEVER IGNORE PART19 LABELING,part;labeling;identity;control,https://www.youtube.com/results?search_query=what+schools+skip+about+part+labeling
6519,Dark Psychology (20-Part Series),What Schools Skip About Part20 how to disarm every tactic (Under Stress),PART20 HOW TO DISARM EVERY TACTIC — FINAL PROOF,part;disarm;every;tactic,https://www.youtube.com/results?search_query=what+schools+skip+about+part+disarm
6520,Origins & Evolution,The Untold Story of The first creature that learned to wait (Under Stress),STOP: THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=untold+story+first+creature+that+learned
6521,Emotions & The7 Sins,The Untold Story of Anger and its ancient fuel (Under Stress),THIS CHANGES ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=untold+story+anger+ancient+fuel
6522,Emotions & The7 Sins,The Untold Story of Envy and the comparison machine (Under Stress),ENVY?!,envy;comparison;machine,https://www.youtube.com/results?search_query=untold+story+envy+comparison+machine
6523,Emotions & The7 Sins,The Untold Story of Greed and the never-full stomach (Under Stress),THE TRUTH ABOUT GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=untold+story+greed+never+full+stomach
6524,Emotions & The7 Sins,The Untold Story of Sloth and the energy-saving brain (Under Stress),YOU ARE SLOTH,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=untold+story+sloth+energy+saving+brain
6525,Emotions & The7 Sins,The Untold Story of Pride and the fragile ego shield (Under Stress),SCIENCE CONFIRMS: PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=untold+story+pride+fragile+shield
6526,Emotions & The7 Sins,The Untold Story of Gluttony and the reward loop (Under Stress),NEVER IGNORE GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=untold+story+gluttony+reward+loop
6527,Emotions & The7 Sins,The Untold Story of Lust and the reproduction program (Under Stress),LUST — FINAL PROOF,lust;reproduction;program,https://www.youtube.com/results?search_query=untold+story+lust+reproduction+program
6528,Emotions & The7 Sins,The Untold Story of Shame and its social purpose (Under Stress),STOP: SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=untold+story+shame+social+purpose
6529,Emotions & The7 Sins,The Untold Story of Guilt as an inner contract (Under Stress),THIS CHANGES GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=untold+story+guilt+inner+contract
6530,Emotions & The7 Sins,The Untold Story of Regret and the road not taken (Under Stress),REGRET?!,regret;road;taken,https://www.youtube.com/results?search_query=untold+story+regret+road+taken
6531,Curiosity & Security,The Untold Story of Curiosity as an implanted safety mechanism (Under Stress),THE TRUTH ABOUT CURIOSITY AS AN IMPLANTED SAFETY MECHA,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=untold+story+curiosity+implanted+safety+mechanism
6532,"Death, Life & The Balance",The Untold Story of Whether this balance is really worth it (Under Stress),YOU ARE WHETHER THIS BALANCE IS REALLY WORTH I,whether;this;balance;really,https://www.youtube.com/results?search_query=untold+story+whether+this+balance+really
6533,Dark Psychology (20-Part Series),The Untold Story of Part1 the foot-in-the-door technique (Under Stress),SCIENCE CONFIRMS: PART1 THE FOOT-IN-THE-DOOR TECHNIQUE,part;foot;door;technique,https://www.youtube.com/results?search_query=untold+story+part+foot+door+technique
6534,Dark Psychology (20-Part Series),The Untold Story of Part2 how cold reading really works (Under Stress),NEVER IGNORE PART2 HOW COLD READING REALLY WORKS,part;cold;reading;really,https://www.youtube.com/results?search_query=untold+story+part+cold+reading+really
6535,Dark Psychology (20-Part Series),The Untold Story of Part3 the broken record of manipulation (Under Stress),PART3 THE BROKEN RECORD OF MANIPULATIO — FINAL PROOF,part;broken;record;manipulation,https://www.youtube.com/results?search_query=untold+story+part+broken+record+manipulation
6536,Dark Psychology (20-Part Series),The Untold Story of Part4 love bombing and its scripts (Under Stress),STOP: PART4 LOVE BOMBING,part;love;bombing;scripts,https://www.youtube.com/results?search_query=untold+story+part+love+bombing+scripts
6537,Dark Psychology (20-Part Series),The Untold Story of Part5 gaslighting and memory edits (Under Stress),THIS CHANGES PART5 GASLIGHTING,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=untold+story+part+gaslighting+memory+edits
6538,Dark Psychology (20-Part Series),The Untold Story of Part6 the halo effect in sales (Under Stress),PART6 THE HALO EFFECT IN SALES?!,part;halo;effect;sales,https://www.youtube.com/results?search_query=untold+story+part+halo+effect+sales
6539,Dark Psychology (20-Part Series),The Untold Story of Part7 reverse psychology mechanics (Under Stress),THE TRUTH ABOUT PART7 REVERSE PSYCHOLOGY MECHANICS,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=untold+story+part+reverse+psychology+mechanics
